event_id,timestamp,source_ip,destination_ip,username,event_type,severity,status,failed_attempts,mitre_technique
EVT-000026,2026-02-20T16:41:00,10.0.0.18,10.0.0.50,hr,malware_alert,Medium,investigating,0,T1059
EVT-000027,2026-05-28T00:00:00,91.240.118.10,10.0.0.30,finance,login_success,Low,allowed,0,T1078
EVT-000028,2026-05-03T13:58:00,10.0.0.13,10.0.0.40,service_account,malware_alert,Low,allowed,0,T1059
EVT-000029,2026-02-15T06:23:00,10.0.0.18,10.0.0.40,analyst,login_success,Low,blocked,0,T1078
EVT-000030,2026-06-09T04:41:00,10.0.0.45,10.0.0.10,admin,brute_force,Medium,allowed,0,T1110
EVT-000031,invalid_timestamp,10.0.0.25,10.0.0.20,finance,login_failed,High,investigating,16,T1110
EVT-000032,2026-06-14T06:49:00,10.0.0.34,10.0.0.30,guest,login_failed,High,investigating,15,T1110
EVT-000033,2026-01-29T04:19:00,10.0.0.13,10.0.0.50,service_account,login_success,Medium,alerted,0,T1078
EVT-000034,2026-01-11T09:45:00,10.0.0.43,10.0.0.20,admin,login_failed,High,blocked,17,T1110
EVT-000035,2026-01-13T11:22:00,10.0.0.25,10.0.0.40,admin,malware_alert,Critical,blocked,0,T1059
EVT-000036,2026-04-16T09:20:00,10.0.0.36,10.0.0.50,hr,malware_alert,Medium,alerted,0,T1059
EVT-000037,2026-02-07T04:25:00,10.0.0.26,10.0.0.40,analyst,malware_alert,Medium,alerted,0,T1059
EVT-000038,2026-03-25T05:38:00,10.0.0.14,10.0.0.10,finance,login_success,Medium,allowed,0,T1078
EVT-000039,2026-01-14T08:04:00,10.0.0.18,10.0.0.30,admin,network_connection,High,alerted,0,T1071
EVT-000040,2026-02-21T21:07:00,10.0.0.55,10.0.0.30,hr,login_failed,High,alerted,17,T1110
EVT-000041,2026-06-19T14:54:00,,10.0.0.30,admin,malware_alert,High,blocked,0,T1059
EVT-000042,2026-02-19T13:54:00,10.0.0.31,10.0.0.20,service_account,login_success,Medium,alerted,0,T1078
EVT-000043,2026-04-03T00:09:00,10.0.0.13,10.0.0.10,service_account,network_connection,Low,alerted,0,T1071
EVT-000044,2026-01-09T00:37:00,10.0.0.50,10.0.0.30,analyst,login_failed,High,investigating,15,T1110
EVT-000045,2026-04-13T02:38:00,45.155.205.233,10.0.0.50,admin,login_failed,High,blocked,12,T1110
EVT-000046,2026-03-20T05:46:00,10.0.0.12,10.0.0.30,analyst,login_failed,Medium,alerted,8,T1110
EVT-000047,2026-05-23T00:22:00,10.0.0.49,10.0.0.20,analyst,network_connection,High,blocked,0,T1071
EVT-000048,2026-06-10T10:57:00,103.75.201.2,10.0.0.40,guest,login_success,Medium,blocked,0,T1078
EVT-000049,2026-02-18T13:41:00,10.0.0.34,10.0.0.10,guest,login_failed,High,investigating,16,T1110
EVT-000050,2026-03-05T15:40:00,10.0.0.24,10.0.0.20,admin,login_success,Medium,investigating,0,T1078
EVT-000050,2026-03-05T15:40:00,10.0.0.24,10.0.0.20,admin,login_success,Medium,investigating,0,T1078
EVT-000052,2026-06-20T23:35:00,10.0.0.26,10.0.0.20,hr,login_failed,Low,investigating,9,T1110
EVT-000053,2026-03-04T22:19:00,10.0.0.48,10.0.0.50,admin,ids_alert,Low,blocked,0,T1046
EVT-000054,2026-02-16T08:53:00,10.0.0.43,10.0.0.50,service_account,login_failed,Low,allowed,7,T1110
EVT-000055,2026-06-22T17:41:00,10.0.0.30,10.0.0.10,service_account,malware_alert,High,alerted,0,T1059
EVT-000056,2026-05-02T09:41:00,10.0.0.28,10.0.0.50,analyst,login_success,Low,investigating,0,T1078
EVT-000057,2026-05-04T07:14:00,198.51.100.42,10.0.0.30,finance,ids_alert,Medium,allowed,0,T1046
EVT-000058,2026-02-25T07:38:00,10.0.0.47,10.0.0.50,service_account,login_success,Low,investigating,0,T1078
EVT-000059,2026-03-22T11:49:00,10.0.0.57,10.0.0.20,service_account,ids_alert,Low,alerted,0,T1046
EVT-000060,2026-01-18T00:00:00,10.0.0.53,10.0.0.30,analyst,vulnerability_detected,High,blocked,0,T1190
EVT-000061,2026-01-05T10:42:00,10.0.0.49,10.0.0.10,finance,login_failed,High,blocked,14,T1110
EVT-000062,2026-05-11T18:30:00,10.0.0.25,10.0.0.20,service_account,ids_alert,Medium,allowed,0,T1046
EVT-000063,2026-05-22T16:58:00,198.51.100.42,10.0.0.40,admin,login_success,Medium,allowed,0,T1078
EVT-000064,2026-03-25T02:18:00,10.0.0.43,10.0.0.50,hr,login_failed,High,investigating,11,T1110
EVT-000065,2026-04-22T12:43:00,10.0.0.37,10.0.0.50,finance,vulnerability_detected,High,investigating,0,T1190
EVT-000066,2026-03-23T22:23:00,10.0.0.50,10.0.0.30,guest,login_success,High,investigating,0,T1078
EVT-000067,2026-04-25T02:18:00,10.0.0.55,10.0.0.30,analyst,login_success,Low,alerted,0,T1078
EVT-000068,2026-06-12T13:41:00,45.155.205.233,10.0.0.40,service_account,network_connection,Low,blocked,0,T1071
EVT-000069,2026-01-12T16:37:00,10.0.0.39,10.0.0.40,admin,login_success,Low,investigating,0,T1078
EVT-000070,2026-03-12T21:39:00,10.0.0.54,10.0.0.10,guest,brute_force,High,investigating,0,T1110
EVT-000071,2026-03-28T19:57:00,10.0.0.58,10.0.0.40,guest,login_failed,High,blocked,14,T1110
EVT-000072,2026-03-30T21:06:00,10.0.0.11,10.0.0.40,developer,login_success,Medium,investigating,0,T1078
EVT-000073,2026-05-12T19:59:00,10.0.0.18,10.0.0.50,hr,login_failed,High,allowed,1,T1110
EVT-000074,2026-01-16T06:46:00,91.240.118.10,10.0.0.20,admin,malware_alert,Low,alerted,0,T1059
EVT-000075,2026-02-08T12:45:00,10.0.0.34,10.0.0.30,guest,network_connection,Critical,investigating,0,T1071
EVT-000076,2026-02-15T22:11:00,10.0.0.57,10.0.0.50,admin,vulnerability_detected,Critical,alerted,0,T1190
EVT-000077,2026-02-10T19:38:00,10.0.0.51,10.0.0.10,guest,malware_alert,Low,blocked,0,T1059
EVT-000078,2026-02-06T07:01:00,10.0.0.25,10.0.0.20,finance,vulnerability_detected,Medium,blocked,0,T1190
EVT-000079,2026-03-26T15:45:00,10.0.0.20,10.0.0.50,hr,ids_alert,Critical,allowed,0,T1046
EVT-000080,2026-05-22T14:13:00,10.0.0.16,10.0.0.50,admin,vulnerability_detected,High,investigating,0,T1190
EVT-000081,2026-03-14T05:00:00,10.0.0.47,10.0.0.20,admin,brute_force,Medium,alerted,0,T1110
EVT-000082,2026-06-04T18:59:00,10.0.0.46,10.0.0.10,developer,ids_alert,Medium,alerted,0,T1046
EVT-000083,2026-01-13T13:16:00,10.0.0.36,10.0.0.40,admin,network_connection,Low,alerted,0,T1071
EVT-000084,2026-04-26T16:54:00,10.0.0.19,10.0.0.40,analyst,phishing,Medium,alerted,0,T1566
EVT-000085,2026-04-23T02:57:00,10.0.0.40,10.0.0.40,finance,vulnerability_detected,High,alerted,0,T1190
EVT-000086,2026-02-28T16:10:00,10.0.0.15,10.0.0.30,finance,phishing,Low,investigating,0,T1566
EVT-000087,2026-04-14T17:42:00,10.0.0.11,10.0.0.40,guest,malware_alert,Low,investigating,0,T1059
EVT-000088,2026-02-08T14:45:00,10.0.0.27,10.0.0.50,service_account,login_success,High,allowed,0,T1078
EVT-000089,2026-04-05T01:10:00,91.240.118.10,10.0.0.40,hr,brute_force,High,investigating,0,T1110
EVT-000090,2026-04-28T13:59:00,10.0.0.11,10.0.0.10,developer,ids_alert,Low,blocked,0,T1046
EVT-000091,2026-02-25T17:50:00,10.0.0.45,10.0.0.50,developer,malware_alert,Low,alerted,0,T1059
EVT-000092,2026-03-06T01:05:00,10.0.0.26,10.0.0.20,admin,ids_alert,Medium,alerted,0,T1046
EVT-000093,2026-01-22T18:20:00,10.0.0.54,10.0.0.20,analyst,ids_alert,Low,investigating,0,T1046
EVT-000094,2026-02-20T08:02:00,10.0.0.43,10.0.0.50,developer,ids_alert,Critical,blocked,0,T1046
EVT-000095,2026-02-23T22:19:00,185.220.101.1,10.0.0.50,analyst,login_success,Low,allowed,0,T1078
EVT-000096,2026-04-11T17:39:00,10.0.0.50,10.0.0.40,admin,login_success,High,alerted,0,T1078
EVT-000097,2026-03-27T10:49:00,10.0.0.13,10.0.0.30,guest,network_connection,Medium,allowed,0,T1071
EVT-000098,2026-03-14T22:43:00,10.0.0.53,10.0.0.10,analyst,network_connection,Low,alerted,0,T1071
EVT-000099,2026-01-16T12:09:00,91.240.118.10,10.0.0.50,hr,brute_force,High,blocked,0,T1110
EVT-000100,2026-05-22T05:03:00,10.0.0.38,10.0.0.30,guest,network_connection,Medium,investigating,0,T1071
EVT-000101,2026-02-25T14:13:00,185.220.101.1,10.0.0.20,service_account,network_connection,Low,allowed,0,T1071
EVT-000102,2026-01-29T14:11:00,10.0.0.20,10.0.0.10,finance,login_success,Medium,investigating,0,T1078
EVT-000103,2026-02-23T00:31:00,10.0.0.28,10.0.0.40,admin,login_failed,High,blocked,8,T1110
EVT-000104,2026-03-19T09:27:00,10.0.0.19,10.0.0.30,guest,login_failed,Low,blocked,5,T1110
EVT-000105,2026-05-25T07:02:00,10.0.0.46,10.0.0.30,finance,login_success,Low,alerted,0,T1078
EVT-000106,2026-05-08T09:10:00,10.0.0.44,10.0.0.40,finance,login_success,Low,allowed,0,T1078
EVT-000107,2026-06-11T21:56:00,10.0.0.26,10.0.0.10,admin,network_connection,Low,allowed,0,T1071
EVT-000108,2026-05-20T05:17:00,10.0.0.12,10.0.0.20,finance,ids_alert,Medium,investigating,0,T1046
EVT-000109,2026-06-16T18:22:00,10.0.0.37,10.0.0.40,admin,login_success,Medium,investigating,0,T1078
EVT-000110,2026-03-02T16:14:00,45.155.205.233,10.0.0.30,finance,login_success,Medium,alerted,0,T1078
EVT-000111,2026-05-01T14:52:00,10.0.0.45,10.0.0.10,finance,brute_force,Low,alerted,0,T1110
EVT-000112,2026-02-28T20:24:00,10.0.0.42,10.0.0.10,service_account,login_failed,High,allowed,18,T1110
EVT-000113,2026-02-04T03:33:00,10.0.0.41,10.0.0.40,guest,network_connection,Low,alerted,0,T1071
EVT-000114,2026-04-10T23:34:00,10.0.0.54,10.0.0.40,admin,login_failed,Critical,blocked,1,T1110
EVT-000115,2026-05-10T05:05:00,10.0.0.45,10.0.0.40,admin,login_failed,Critical,allowed,8,T1110
EVT-000116,2026-03-26T00:05:00,10.0.0.19,10.0.0.40,service_account,brute_force,Low,alerted,0,T1110
EVT-000117,2026-03-17T15:18:00,10.0.0.25,10.0.0.40,hr,vulnerability_detected,Low,blocked,0,T1190
EVT-000118,2026-06-17T19:42:00,10.0.0.18,10.0.0.10,developer,malware_alert,High,investigating,0,T1059
EVT-000119,2026-03-03T20:56:00,10.0.0.10,10.0.0.30,service_account,brute_force,Low,investigating,0,T1110
EVT-000120,2026-06-07T12:22:00,10.0.0.32,10.0.0.30,hr,login_failed,High,alerted,18,T1110
EVT-000121,2026-06-08T07:20:00,10.0.0.46,10.0.0.40,analyst,login_success,High,investigating,0,T1078
EVT-000122,2026-01-08T22:41:00,10.0.0.34,10.0.0.40,service_account,login_success,High,blocked,0,T1078
EVT-000123,2026-04-01T04:07:00,198.51.100.42,10.0.0.30,guest,brute_force,Low,investigating,0,T1110
EVT-000124,2026-01-19T03:38:00,10.0.0.56,10.0.0.20,finance,network_connection,High,blocked,0,T1071
EVT-000125,2026-01-14T14:55:00,10.0.0.31,10.0.0.50,service_account,network_connection,Low,allowed,0,T1071
EVT-000126,2026-06-05T01:25:00,10.0.0.44,10.0.0.40,developer,login_success,Medium,investigating,0,T1078
EVT-000127,2026-06-08T19:29:00,10.0.0.25,10.0.0.30,analyst,network_connection,Medium,investigating,0,T1071
EVT-000128,2026-06-28T02:25:00,10.0.0.16,10.0.0.40,analyst,login_failed,High,allowed,10,T1110
EVT-000129,2026-03-01T01:12:00,10.0.0.33,10.0.0.40,analyst,vulnerability_detected,Low,investigating,0,T1190
EVT-000130,2026-04-14T00:34:00,10.0.0.21,10.0.0.10,hr,ids_alert,High,blocked,0,T1046
EVT-000131,2026-04-01T14:20:00,91.240.118.10,10.0.0.30,finance,brute_force,Low,allowed,0,T1110
EVT-000132,2026-06-13T15:23:00,10.0.0.53,10.0.0.50,analyst,vulnerability_detected,Low,alerted,0,T1190
EVT-000133,2026-06-29T19:06:00,10.0.0.37,10.0.0.30,finance,network_connection,High,blocked,0,T1071
EVT-000134,2026-03-12T00:45:00,91.240.118.10,10.0.0.50,developer,phishing,Medium,alerted,0,T1566
EVT-000135,2026-01-04T23:51:00,10.0.0.27,10.0.0.10,hr,brute_force,High,allowed,0,T1110
EVT-000136,2026-06-15T18:32:00,10.0.0.28,10.0.0.20,hr,malware_alert,High,blocked,0,T1059
EVT-000137,2026-04-26T21:25:00,10.0.0.58,10.0.0.20,service_account,login_success,Low,allowed,0,T1078
EVT-000138,2026-02-26T05:44:00,103.75.201.2,10.0.0.20,admin,vulnerability_detected,High,alerted,0,T1190
EVT-000139,2026-05-17T01:47:00,10.0.0.44,10.0.0.30,hr,login_success,Medium,alerted,0,T1078
EVT-000140,2026-06-01T04:23:00,10.0.0.40,10.0.0.30,service_account,login_failed,High,investigating,11,T1110
EVT-000141,2026-06-25T06:56:00,10.0.0.24,10.0.0.40,guest,login_failed,High,investigating,18,T1110
EVT-000142,2026-01-03T12:48:00,103.75.201.2,10.0.0.30,hr,login_success,Low,alerted,0,T1078
EVT-000143,2026-01-20T17:22:00,10.0.0.49,10.0.0.50,developer,ids_alert,High,blocked,0,T1046
EVT-000144,2026-04-28T21:38:00,10.0.0.54,10.0.0.30,service_account,login_failed,High,allowed,14,T1110
EVT-000145,2026-06-22T06:16:00,10.0.0.17,10.0.0.10,analyst,login_failed,High,investigating,18,T1110
EVT-000146,2026-03-09T12:58:00,10.0.0.44,10.0.0.40,hr,ids_alert,Medium,blocked,0,T1046
EVT-000147,2026-06-11T04:25:00,91.240.118.10,10.0.0.50,finance,login_success,Critical,alerted,0,T1078
EVT-000148,2026-01-06T22:56:00,10.0.0.38,10.0.0.20,guest,ids_alert,Low,alerted,0,T1046
EVT-000149,2026-04-10T02:48:00,10.0.0.13,10.0.0.40,developer,brute_force,Low,allowed,0,T1110
EVT-000150,2026-06-22T18:17:00,10.0.0.52,10.0.0.20,service_account,vulnerability_detected,Medium,allowed,0,T1190
EVT-000151,2026-01-10T04:58:00,10.0.0.18,10.0.0.50,analyst,vulnerability_detected,Low,blocked,0,T1190
EVT-000152,2026-04-17T17:56:00,10.0.0.31,10.0.0.20,guest,login_success,High,allowed,0,T1078
EVT-000153,2026-02-20T11:25:00,45.155.205.233,10.0.0.50,developer,phishing,High,allowed,0,T1566
EVT-000154,2026-05-01T08:12:00,103.75.201.2,10.0.0.20,hr,phishing,Low,blocked,0,T1566
EVT-000155,2026-02-18T07:24:00,10.0.0.43,10.0.0.10,service_account,login_failed,Medium,alerted,3,T1110
EVT-000156,2026-04-04T10:22:00,10.0.0.24,10.0.0.50,admin,malware_alert,Medium,alerted,0,T1059
EVT-000157,2026-03-25T09:13:00,91.240.118.10,10.0.0.40,finance,malware_alert,Medium,investigating,0,T1059
EVT-000158,2026-05-10T16:31:00,185.220.101.1,10.0.0.30,hr,brute_force,Low,blocked,0,T1110
EVT-000159,2026-02-20T01:33:00,10.0.0.55,10.0.0.30,finance,malware_alert,Critical,alerted,0,T1059
EVT-000160,2026-03-24T14:18:00,10.0.0.54,10.0.0.10,guest,network_connection,Medium,blocked,0,T1071
EVT-000161,2026-03-20T07:00:00,10.0.0.31,10.0.0.40,finance,network_connection,Low,allowed,0,T1071
EVT-000162,2026-02-26T21:32:00,10.0.0.33,10.0.0.20,service_account,login_success,High,allowed,0,T1078
EVT-000163,2026-01-17T14:34:00,185.220.101.1,10.0.0.30,guest,vulnerability_detected,Low,allowed,0,T1190
EVT-000164,2026-04-17T18:18:00,10.0.0.52,10.0.0.10,finance,brute_force,Low,investigating,0,T1110
EVT-000165,2026-06-08T00:45:00,103.75.201.2,10.0.0.50,developer,brute_force,Low,blocked,0,T1110
EVT-000166,2026-01-29T04:01:00,10.0.0.16,10.0.0.30,guest,malware_alert,Medium,allowed,0,T1059
EVT-000167,2026-05-19T19:52:00,10.0.0.37,10.0.0.50,guest,login_success,High,allowed,0,T1078
EVT-000168,2026-04-21T20:44:00,10.0.0.27,10.0.0.10,analyst,brute_force,Low,alerted,0,T1110
EVT-000169,2026-06-17T18:15:00,45.155.205.233,10.0.0.50,service_account,login_success,Low,blocked,0,T1078
EVT-000170,2026-05-15T21:20:00,198.51.100.42,10.0.0.20,finance,malware_alert,Low,alerted,0,T1059
EVT-000171,2026-01-29T15:43:00,10.0.0.59,10.0.0.50,hr,login_success,Low,allowed,0,T1078
EVT-000172,2026-01-29T07:44:00,10.0.0.53,10.0.0.10,developer,login_failed,High,investigating,15,T1110
EVT-000173,2026-04-21T12:21:00,10.0.0.58,10.0.0.50,admin,network_connection,Low,allowed,0,T1071
EVT-000174,2026-02-21T13:31:00,10.0.0.43,10.0.0.30,admin,ids_alert,Low,allowed,0,T1046
EVT-000175,2026-01-02T09:35:00,10.0.0.59,10.0.0.20,guest,login_success,Low,alerted,0,T1078
EVT-000176,2026-01-22T20:13:00,10.0.0.21,10.0.0.20,finance,login_failed,High,alerted,18,T1110
EVT-000177,2026-01-14T02:54:00,10.0.0.37,10.0.0.10,finance,login_success,High,alerted,0,T1078
EVT-000178,2026-04-15T19:31:00,10.0.0.50,10.0.0.40,developer,login_success,Low,allowed,0,T1078
EVT-000179,2026-06-25T21:23:00,10.0.0.49,10.0.0.40,guest,login_success,Medium,alerted,0,T1078
EVT-000180,2026-01-17T01:02:00,91.240.118.10,10.0.0.50,finance,network_connection,Medium,investigating,0,T1071
EVT-000181,2026-06-08T11:22:00,10.0.0.31,10.0.0.20,admin,login_success,Medium,allowed,0,T1078
EVT-000182,2026-04-07T14:14:00,10.0.0.32,10.0.0.30,service_account,network_connection,Critical,blocked,0,T1071
EVT-000183,2026-02-13T00:16:00,10.0.0.21,10.0.0.50,analyst,login_failed,Low,investigating,3,T1110
EVT-000184,2026-03-26T11:02:00,10.0.0.38,10.0.0.50,service_account,ids_alert,Medium,alerted,0,T1046
EVT-000185,2026-06-07T07:57:00,10.0.0.38,10.0.0.10,finance,brute_force,Low,alerted,0,T1110
EVT-000186,2026-05-25T23:13:00,198.51.100.42,10.0.0.10,developer,login_success,Medium,allowed,0,T1078
EVT-000187,2026-01-11T08:33:00,10.0.0.51,10.0.0.10,hr,login_success,Medium,investigating,0,T1078
EVT-000188,2026-03-26T05:37:00,10.0.0.57,10.0.0.10,finance,network_connection,High,blocked,0,T1071
EVT-000189,2026-02-28T12:46:00,10.0.0.13,10.0.0.40,admin,malware_alert,High,alerted,0,T1059
EVT-000190,2026-06-28T20:06:00,10.0.0.21,10.0.0.10,analyst,ids_alert,Medium,investigating,0,T1046
EVT-000191,2026-04-06T09:41:00,103.75.201.2,10.0.0.30,finance,network_connection,Low,alerted,0,T1071
EVT-000192,2026-05-04T14:08:00,10.0.0.51,10.0.0.30,admin,malware_alert,Low,investigating,0,T1059
EVT-000193,2026-02-21T17:27:00,10.0.0.48,10.0.0.20,developer,login_success,Low,blocked,0,T1078
EVT-000194,2026-06-16T21:19:00,10.0.0.54,10.0.0.40,analyst,login_success,Medium,allowed,0,T1078
EVT-000195,2026-02-26T08:35:00,10.0.0.31,10.0.0.20,service_account,network_connection,Medium,allowed,0,T1071
EVT-000196,2026-04-28T14:31:00,10.0.0.11,10.0.0.30,developer,ids_alert,Low,blocked,0,T1046
EVT-000197,2026-03-04T05:03:00,10.0.0.24,10.0.0.20,analyst,brute_force,Low,allowed,0,T1110
EVT-000198,2026-04-03T10:07:00,10.0.0.43,10.0.0.10,service_account,vulnerability_detected,Low,blocked,0,T1190
EVT-000199,2026-04-19T17:24:00,198.51.100.42,10.0.0.20,service_account,login_success,Low,investigating,0,T1078
EVT-000200,2026-03-08T07:38:00,10.0.0.38,10.0.0.50,developer,ids_alert,High,investigating,0,T1046
EVT-000201,2026-02-12T14:22:00,10.0.0.40,10.0.0.20,developer,network_connection,Medium,investigating,0,T1071
EVT-000202,2026-03-26T01:06:00,10.0.0.42,10.0.0.50,finance,ids_alert,Critical,blocked,0,T1046
EVT-000203,2026-05-26T20:45:00,10.0.0.13,10.0.0.40,guest,malware_alert,Low,allowed,0,T1059
EVT-000204,2026-05-10T12:09:00,10.0.0.28,10.0.0.10,guest,vulnerability_detected,Low,investigating,0,T1190
EVT-000205,2026-06-14T19:20:00,10.0.0.15,10.0.0.20,guest,network_connection,Medium,alerted,0,T1071
EVT-000206,2026-06-19T09:17:00,198.51.100.42,10.0.0.30,analyst,login_failed,High,alerted,13,T1110
EVT-000207,2026-02-10T21:01:00,10.0.0.55,10.0.0.30,guest,login_failed,Low,alerted,5,T1110
EVT-000208,2026-06-17T00:09:00,10.0.0.18,10.0.0.40,finance,vulnerability_detected,Medium,allowed,0,T1190
EVT-000209,2026-01-04T11:01:00,10.0.0.45,10.0.0.50,hr,login_success,Low,alerted,0,T1078
EVT-000210,2026-02-13T06:15:00,91.240.118.10,10.0.0.50,finance,login_success,Low,investigating,0,T1078
EVT-000211,2026-04-19T15:11:00,10.0.0.46,10.0.0.20,service_account,network_connection,Low,investigating,0,T1071
EVT-000212,2026-01-01T06:50:00,10.0.0.36,10.0.0.20,service_account,malware_alert,Medium,alerted,0,T1059
EVT-000213,2026-01-13T07:41:00,10.0.0.42,10.0.0.50,admin,brute_force,Low,investigating,0,T1110
EVT-000214,2026-01-08T22:12:00,10.0.0.26,10.0.0.10,developer,malware_alert,High,alerted,0,T1059
EVT-000215,2026-02-13T21:29:00,10.0.0.59,10.0.0.50,service_account,ids_alert,High,blocked,0,T1046
EVT-000216,2026-01-09T01:42:00,10.0.0.51,10.0.0.20,guest,login_success,High,investigating,0,T1078
EVT-000217,2026-06-28T13:15:00,10.0.0.18,10.0.0.10,service_account,ids_alert,High,investigating,0,T1046
EVT-000218,2026-01-07T17:35:00,45.155.205.233,10.0.0.10,developer,login_success,Critical,investigating,0,T1078
EVT-000219,2026-05-29T10:33:00,10.0.0.58,10.0.0.20,developer,network_connection,Low,allowed,0,T1071
EVT-000220,2026-06-07T14:43:00,10.0.0.33,10.0.0.40,finance,malware_alert,Medium,investigating,0,T1059
EVT-000221,2026-03-03T17:16:00,10.0.0.41,10.0.0.30,guest,brute_force,Medium,allowed,0,T1110
EVT-000222,2026-05-13T08:40:00,10.0.0.21,10.0.0.50,developer,login_success,Low,allowed,0,T1078
EVT-000223,2026-03-01T16:42:00,10.0.0.48,10.0.0.40,analyst,malware_alert,Medium,alerted,0,T1059
EVT-000224,2026-03-23T09:32:00,10.0.0.32,10.0.0.50,finance,login_failed,Medium,allowed,9,T1110
EVT-000225,2026-01-14T15:51:00,10.0.0.42,10.0.0.20,admin,ids_alert,Low,investigating,0,T1046
EVT-000226,2026-01-07T08:02:00,10.0.0.51,10.0.0.30,developer,login_failed,High,allowed,13,T1110
EVT-000227,2026-04-21T03:41:00,10.0.0.33,10.0.0.30,finance,login_failed,Medium,alerted,3,T1110
EVT-000228,2026-03-14T11:02:00,10.0.0.17,10.0.0.10,service_account,login_success,Low,investigating,0,T1078
EVT-000229,2026-06-16T07:19:00,10.0.0.26,10.0.0.40,analyst,network_connection,Critical,alerted,0,T1071
EVT-000230,2026-05-07T08:02:00,10.0.0.17,10.0.0.20,guest,brute_force,Low,blocked,0,T1110
EVT-000231,2026-06-13T14:23:00,10.0.0.53,10.0.0.30,service_account,ids_alert,Low,allowed,0,T1046
EVT-000232,2026-04-11T02:58:00,10.0.0.20,10.0.0.20,guest,network_connection,Low,blocked,0,T1071
EVT-000233,2026-01-23T02:14:00,10.0.0.25,10.0.0.40,admin,brute_force,Low,alerted,0,T1110
EVT-000234,2026-03-27T02:07:00,10.0.0.49,10.0.0.10,admin,vulnerability_detected,Low,investigating,0,T1190
EVT-000235,2026-04-06T16:47:00,10.0.0.46,10.0.0.10,analyst,login_success,Critical,allowed,0,T1078
EVT-000236,2026-03-23T21:58:00,10.0.0.18,10.0.0.50,service_account,network_connection,Medium,blocked,0,T1071
EVT-000237,2026-03-20T18:08:00,10.0.0.17,10.0.0.50,analyst,network_connection,Low,blocked,0,T1071
EVT-000238,2026-02-28T17:43:00,10.0.0.43,10.0.0.30,guest,brute_force,Low,blocked,0,T1110
EVT-000239,2026-04-26T14:36:00,10.0.0.50,10.0.0.30,hr,brute_force,Medium,blocked,0,T1110
EVT-000240,2026-04-18T17:39:00,198.51.100.42,10.0.0.50,developer,brute_force,High,allowed,0,T1110
EVT-000241,2026-05-31T05:30:00,198.51.100.42,10.0.0.30,service_account,phishing,Low,investigating,0,T1566
